GE_SPOP,GE_FOXA1,GE_CTNNB1,GE_CLPTM1L,GE_DPYSL2,GE_NEIL1,GE_PITPNM2,GE_ATM,GE_EMG1,GE_ETV3,GE_BRAF,GE_NKX3-1,GE_ZMYM3,GE_SALL1,CNA_SPOP,CNA_TP53,CNA_FOXA1,CNA_CTNNB1,CNA_MED12,CNA_CLPTM1L,CNA_DPYSL2,CNA_NEIL1,CNA_SLC27A4,CNA_PITPNM2,CNA_PTEN,CNA_ATM,CNA_EMG1,CNA_ETV3,CNA_BRAF,CNA_ZMYM3,CNA_OR4P4,CNA_SALL1,DM_SPOP,DM_FOXA1,DM_CTNNB1,DM_CLPTM1L,DM_DPYSL2,DM_NEIL1,DM_SLC27A4,DM_PITPNM2,DM_PTEN,DM_EMG1,DM_ETV3,DM_BRAF,DM_NKX3-1,DM_SALL1,TUMOR_STAGE
0.4857125093021874,0.6023958710177362,0.875179895900926,0.4930048996547151,0.5356774057026716,0.5791753462674767,0.332847274620131,0.7254244895804844,0.3208800458878498,0.6390289242232271,0.398618541300002,0.6523658586160916,0.6503040912026616,0.5583429831772486,0.5459119496855347,0.5625,0.3512511584800741,0.5404454865181713,0.7307307307307308,0.3179068360556563,0.4019160583941605,0.4043636363636363,0.5543881334981459,0.4753914988814318,0.6839506172839506,0.6672403901319564,0.3079754601226994,0.6063492063492063,0.2359603586597451,0.7307307307307308,0.6668777707409753,0.2605111294311624,0.8126764691545627,0.1049052434898867,0.8143566022452948,0.5688143280737691,0.7986401681672737,0.180638311546107,0.2784632994957819,0.6581403103985901,0.0430972706386957,0.3902420319939018,0.9114929095227216,0.2489043616239163,0.4332752155431464,0.8059772211135121,1
0.38473251461982727,0.5551855564117432,0.3841836750507355,0.7209348678588867,0.26589053869247437,0.6159384846687317,0.26376721262931824,0.3749393820762634,0.7771214842796326,0.11275173723697662,0.23189915716648102,0.7061254978179932,0.5279656052589417,0.20349323749542236,0.4514824450016022,0.9595254063606262,0.37387344241142273,0.6995050311088562,0.6966067552566528,0.36630523204803467,0.17765174806118011,0.6357433795928955,0.4764118492603302,0.38934415578842163,0.41037675738334656,0.49158456921577454,0.6109815835952759,0.5480087399482727,0.24538131058216095,0.8050706386566162,0.3542289435863495,0.5010542869567871,0.8474035263061523,0.028433246538043022,0.9501422047615051,0.5642675757408142,0.9743837118148804,0.10172853618860245,0.16534166038036346,0.7609347701072693,0.04603572562336922,0.15111668407917023,0.8797844648361206,0.13645358383655548,0.1372801512479782,0.9645103216171265,1
0.5017829277196482,0.6170195475554321,0.7927967818312958,0.3907191583112857,0.7326797107663086,0.4997825921354215,0.7116492557286114,0.664329302553937,0.4081211614592384,0.8787172467580232,0.373816988683598,0.4815795096184279,0.6968354755666599,0.5287720776076733,0.3974842767295598,0.9676204819277108,0.360982391102873,0.5234466588511137,0.7407407407407408,0.2810042347247428,0.5004562043795621,0.5323636363636364,0.4721878862793572,0.5436241610738255,0.5535802469135802,0.5593803786574871,0.5797546012269938,0.5845804988662131,0.2052855120339783,0.7407407407407408,0.3666877770740975,0.43239901071723,0.5228280562127432,0.4223480356301538,0.5839403345800347,0.6202599829692119,0.6823902524651808,0.3899307594766061,0.5073150363345507,0.4909869145895869,0.0413695827553727,0.4623895169059624,0.9472886091560122,0.1828256113451659,0.587180509305662,0.6244281051965697,0
0.6104791586491034,0.4784074603598687,0.7863563176920181,0.2354418748522997,0.7963768589855218,0.592039254644344,0.7151802625046828,0.8389202208215485,0.1738825816537685,0.934750433916836,0.4981592345184678,0.56820460000535,0.8899982234061756,0.599728767269268,0.4088050314465409,0.9811746987951808,0.3568118628359592,0.5169988276670575,0.7697697697697699,0.2964307320024198,0.4931569343065693,0.544,0.4734239802224969,0.5397091722595079,0.6449382716049382,0.5542168674698795,0.550920245398773,0.5863945578231292,0.204577630957999,0.7697697697697699,0.545915136162128,0.4394064303380049,0.7256059451727281,0.2541839955519845,0.6372713612031109,0.5758091513428591,0.2332402188838338,0.2537294580904785,0.535582585953305,0.3349424477451508,0.0228672169191741,0.6064681068023884,0.8972796820329958,0.1927457089525139,0.6198404984398801,0.7450777120829314,0
0.470017115018245,0.3779984540526997,0.8247183789160486,0.3939147239953051,0.8224050291903859,0.58537057275177,0.4818998609840939,0.6110742090278376,0.4119996312886136,0.6246469503535932,0.2926254610329182,0.5041316931745325,0.4282050520612706,0.3620223527936926,0.4006289308176101,0.9676204819277108,0.3568118628359592,0.5193434935521689,0.7717717717717718,0.2997580157289776,0.4922445255474452,0.5083636363636364,0.4721878862793572,0.5313199105145414,0.6350617283950617,0.5593803786574871,0.5791411042944785,0.581859410430839,0.2057574327512978,0.7717717717717718,0.5478150728309056,0.4377576257213521,0.6830416304557081,0.2314244612159411,0.6770979119291323,0.7755874234341165,0.7180193308509775,0.2399998600158391,0.5542071453834219,0.3812483784035871,0.076909015711249,0.5330063368170845,0.9356593281447076,0.3191588891080358,0.876868996500984,0.5802766448956088,1
0.4761604249540463,0.3194565091421095,0.9261847617160868,0.1722138913695881,0.7113577651903742,0.5898728929695733,0.6921483687195888,0.7976276130262363,0.4457150709794781,0.9042039201533236,0.2922007688011059,0.3332053725497097,0.7438162327581899,0.5302098701695703,0.4031446540880504,0.9743975903614458,0.3415199258572752,0.5205158264947246,0.7977977977977979,0.2961282516636418,0.4927007299270072,0.5425454545454546,0.4684796044499382,0.5374720357941835,0.637037037037037,0.555364314400459,0.5742331288343558,0.5886621315192744,0.2048135913166588,0.7977977977977979,0.5433818872704244,0.4344600164880462,0.2443409103462832,0.2398820798475854,0.2750038431782036,0.8800259308123315,0.8244046212663902,0.2564121447670768,0.7115376806714435,0.5628958613774409,0.0247097663907229,0.6366482881022383,0.7864743609291958,0.2279473237126274,0.8635508553336712,0.6222749586234878,0
0.3876194247945674,0.785363020884013,0.6947644297549713,0.5097034461783583,0.5137823116638542,0.4177746239792608,0.6605800814659648,0.6671611650176392,0.3974930127610205,0.8288767691954423,0.3874374800738509,0.7480300139814848,0.7577641342471462,0.3484546294938339,0.3968553459119497,0.966867469879518,0.3586654309545876,0.5211019929660025,0.7487487487487489,0.2979431336963097,0.3403284671532847,0.5418181818181819,0.472805933250927,0.5436241610738255,0.6330864197530864,0.5484796328169822,0.5441717791411043,0.5863945578231292,0.2163756488909863,0.7487487487487489,0.5357821405953135,0.3553173948887057,0.8532079949007427,0.1774278718992957,0.8689739908422804,0.5550040892907594,0.8105014929483791,0.3554671506861087,0.3022028388369961,0.6731952234398879,0.0351011811219544,0.3432442907291981,0.8782209889127022,0.1282501148023532,0.3859505249861003,0.6704069082584654,0
0.3988066493046087,0.4870345818851724,0.7517137951508026,0.3181564202611797,0.8162643658871742,0.5930032123723896,0.6553337504519896,0.804117571080992,0.3493992540409563,0.89945321378685,0.2940772811696548,0.4957659221208121,0.6977564474683362,0.4630071589414793,0.4056603773584906,0.6829819277108433,0.3544949026876737,0.5193434935521689,0.7477477477477478,0.2991530550514216,0.3161496350364963,0.544,0.4715698393077873,0.5385906040268457,0.6419753086419753,0.5588066551921974,0.5754601226993865,0.5845804988662131,0.2067012741859367,0.7477477477477478,0.5471817606079797,0.4348722176422094,0.6828663172174803,0.2757287063668004,0.6554230784408726,0.6413767942579647,0.6040821985818712,0.4803578908015672,0.5186292092990966,0.254442975480837,0.123519986159461,0.7521524539493357,0.8926120097781367,0.2651881743144711,0.7659792636911353,0.5844950087778022,1
0.3198896024539319,0.6305162694740618,0.7341956731812216,0.2330817465694554,0.6457242961686562,0.540823467083565,0.6566221674724841,0.7292487363754816,0.1094755189694129,0.9377625396066628,0.4938756317630843,0.6422991500129744,0.8490890999408744,0.6311557497140158,0.39937106918239,0.9698795180722892,0.3568118628359592,0.5240328253223916,0.6796796796796798,0.2988505747126436,0.5,0.5083636363636364,0.4709517923362175,0.2281879194630873,0.6404938271604937,0.244406196213425,0.2423312883435582,0.5877551020408163,0.205521472392638,0.6796796796796798,0.5446485117162762,0.2147568013190438,0.8658422086927364,0.2510545617273795,0.7307677603014764,0.8039937072764489,0.7545060712558684,0.2382742970905962,0.3970099701277333,0.5230217537794493,0.0145260904117378,0.5458765061410692,0.9609942815912484,0.1173872619467247,0.7528327031543721,0.7382133242348038,0
0.267236739533474,0.2805808464076809,0.7851859161844956,0.1715118004284814,0.925825493218849,0.6809058741696321,0.8557466144123056,0.7907578488678273,0.1799447195347632,1.0,0.3666885590858921,0.2083638045735134,0.7585983456277612,0.7241410568689242,0.3974842767295598,0.9676204819277108,0.3544949026876737,0.5169988276670575,0.7847847847847849,0.2964307320024198,0.4949817518248175,0.5338181818181819,0.4697156983930778,0.5419463087248322,0.6380246913580246,0.5536431440045898,0.5791411042944785,0.5859410430839002,0.2048135913166588,0.7847847847847849,0.5427485750474984,0.434047815333883,0.7578120125721515,0.1573590123607839,0.6969988619364151,0.8752609348497136,0.7036449769956559,0.3043812235243712,0.7666061457588653,0.1128570721737285,0.0555157875752763,0.6073901574253908,0.8997400328445713,0.1724016142759771,1.0000000000000002,0.5927752832828782,0
